297,36,blue-collar,married,primary,yes,no,yes
298,27,blue-collar,married,secondary,yes,no,yes
299,35,admin.,divorced,secondary,yes,no,yes
300,50,unemployed,married,primary,no,no,yes
301,36,blue-collar,married,secondary,no,no,yes
302,59,retired,married,secondary,no,no,yes
303,59,retired,divorced,primary,yes,no,yes
304,47,entrepreneur,married,secondary,no,no,yes
305,58,entrepreneur,married,tertiary,no,no,yes
306,37,management,single,tertiary,no,no,yes
307,46,admin.,single,secondary,yes,no,yes
308,43,blue-collar,single,secondary,yes,no,yes
309,27,management,single,tertiary,yes,no,yes
310,38,services,divorced,secondary,no,no,yes
311,53,housemaid,married,primary,no,yes,yes
312,47,blue-collar,married,secondary,no,no,yes
313,56,housemaid,divorced,primary,no,no,yes
314,41,housemaid,married,secondary,no,no,yes
315,29,self-employed,married,secondary,yes,no,yes
316,35,self-employed,married,secondary,yes,yes,yes
317,38,admin.,single,secondary,no,no,yes
318,50,technician,married,secondary,yes,no,yes
319,45,blue-collar,divorced,primary,no,no,yes
320,35,blue-collar,married,secondary,yes,no,yes
321,35,housemaid,single,secondary,yes,no,yes
322,39,self-employed,married,tertiary,no,no,yes
323,26,technician,single,secondary,yes,no,yes
324,26,admin.,married,secondary,yes,yes,yes
325,37,blue-collar,married,unknown,no,yes,yes
326,30,admin.,single,secondary,yes,no,yes
327,38,management,single,tertiary,yes,no,yes
328,28,technician,single,secondary,yes,no,yes
329,54,self-employed,divorced,primary,yes,no,yes
330,41,blue-collar,married,primary,yes,no,yes
331,37,services,divorced,secondary,yes,no,yes
332,53,technician,married,secondary,no,no,yes
333,29,blue-collar,single,primary,yes,no,yes
334,35,management,single,tertiary,no,no,yes
335,47,admin.,divorced,secondary,yes,no,yes
336,28,blue-collar,married,secondary,yes,no,yes
337,36,self-employed,married,secondary,yes,no,yes
338,55,blue-collar,married,unknown,no,no,yes
339,49,management,divorced,secondary,yes,no,yes
340,50,services,married,secondary,no,no,yes
341,43,management,single,tertiary,no,no,yes
342,58,self-employed,divorced,tertiary,no,no,yes
343,38,technician,married,primary,yes,no,yes
344,48,blue-collar,divorced,primary,no,no,yes
345,59,management,married,secondary,no,no,yes
346,38,technician,divorced,tertiary,no,no,yes
347,58,blue-collar,married,secondary,no,no,yes
348,52,blue-collar,married,secondary,yes,no,yes
349,36,self-employed,single,tertiary,no,no,yes
350,42,entrepreneur,married,tertiary,no,no,yes
351,41,admin.,single,secondary,no,yes,yes
352,42,admin.,married,secondary,no,no,yes
353,39,management,married,tertiary,no,yes,yes
354,57,housemaid,married,primary,no,yes,yes
355,51,retired,married,secondary,no,no,yes
356,52,retired,married,unknown,no,no,yes
357,59,retired,married,unknown,no,no,yes
358,56,blue-collar,married,secondary,no,no,yes
359,49,management,married,tertiary,no,no,yes
360,35,blue-collar,divorced,unknown,no,no,yes
361,36,unemployed,married,secondary,no,no,yes
362,40,admin.,single,tertiary,no,no,yes
363,37,management,single,tertiary,no,no,yes
364,55,blue-collar,married,secondary,no,no,yes
365,58,admin.,married,secondary,no,no,yes
366,39,self-employed,married,tertiary,no,no,yes
367,47,housemaid,single,tertiary,no,no,yes
368,40,management,married,secondary,yes,no,yes
369,35,blue-collar,married,tertiary,no,no,yes
370,48,blue-collar,married,secondary,yes,no,yes
371,27,admin.,single,secondary,yes,no,yes
372,48,management,divorced,tertiary,no,yes,yes
373,24,blue-collar,single,secondary,yes,no,yes
374,49,blue-collar,married,primary,yes,no,yes
375,36,blue-collar,married,secondary,yes,no,yes
376,52,retired,divorced,tertiary,yes,yes,yes
377,38,blue-collar,married,secondary,no,no,yes
378,42,entrepreneur,single,unknown,no,no,yes
379,36,services,married,secondary,no,no,yes
380,36,blue-collar,divorced,secondary,yes,no,yes
381,48,unemployed,single,tertiary,no,no,yes
382,51,management,single,secondary,yes,no,yes
383,51,blue-collar,married,secondary,no,yes,yes
384,46,technician,married,secondary,yes,no,yes
385,37,management,married,tertiary,no,no,yes
386,36,entrepreneur,married,tertiary,no,no,yes
387,47,management,married,secondary,no,no,yes
388,40,technician,divorced,tertiary,no,no,yes
389,56,management,divorced,tertiary,yes,no,yes
390,38,technician,single,tertiary,no,no,yes
391,38,student,single,tertiary,no,no,yes
392,40,management,married,secondary,no,no,yes
393,39,blue-collar,married,primary,yes,no,yes
394,60,management,married,tertiary,no,no,yes
395,51,retired,married,primary,no,no,yes
396,39,self-employed,single,tertiary,no,no,yes
397,51,services,divorced,secondary,no,no,yes
398,27,admin.,married,secondary,yes,no,yes
399,41,management,single,tertiary,no,no,yes
400,42,blue-collar,single,primary,no,no,yes
401,35,blue-collar,married,unknown,no,no,yes
402,41,entrepreneur,married,secondary,no,no,yes
403,33,technician,married,secondary,yes,yes,yes
404,46,admin.,married,secondary,no,no,yes
405,44,housemaid,single,primary,no,no,yes
406,31,blue-collar,married,secondary,yes,no,yes
407,51,admin.,single,secondary,no,no,yes
408,32,management,married,tertiary,yes,no,yes
409,41,blue-collar,married,primary,no,yes,yes
410,41,blue-collar,divorced,secondary,no,no,yes
411,57,admin.,single,secondary,yes,no,yes
412,55,retired,divorced,secondary,no,yes,yes
413,53,technician,married,secondary,no,no,yes
414,55,housemaid,married,primary,no,no,yes
415,39,services,married,secondary,yes,no,yes
416,36,management,married,tertiary,no,no,yes
417,40,entrepreneur,married,tertiary,no,no,yes
418,59,retired,married,primary,no,no,yes
419,52,retired,divorced,tertiary,yes,no,yes
420,42,blue-collar,single,secondary,no,no,yes
421,45,technician,married,tertiary,yes,no,yes
422,41,blue-collar,married,primary,no,no,yes
423,27,blue-collar,married,secondary,yes,no,yes
424,25,blue-collar,single,secondary,yes,no,yes
425,43,unemployed,married,primary,no,no,yes
426,60,retired,married,secondary,no,no,yes
427,48,management,married,tertiary,yes,no,yes
428,44,services,married,secondary,no,yes,yes
429,26,blue-collar,single,secondary,yes,no,yes
430,52,retired,married,tertiary,no,no,yes
431,50,technician,divorced,secondary,no,no,yes
432,54,services,married,unknown,no,yes,yes
433,56,management,married,tertiary,no,yes,yes
434,57,management,married,tertiary,no,yes,yes
435,42,technician,married,tertiary,no,no,yes
436,29,blue-collar,single,secondary,yes,no,yes
437,47,technician,married,tertiary,no,yes,yes
438,57,management,married,tertiary,yes,yes,yes
439,40,blue-collar,married,secondary,yes,yes,yes
440,38,blue-collar,single,tertiary,yes,no,yes
441,46,services,divorced,secondary,no,no,yes
442,49,services,divorced,secondary,no,no,yes
443,43,blue-collar,single,secondary,yes,no,yes
444,45,management,married,tertiary,no,no,yes
445,24,management,married,secondary,yes,no,yes
446,53,admin.,married,secondary,no,no,yes
447,40,blue-collar,married,secondary,yes,yes,yes
448,38,services,divorced,unknown,no,no,yes
449,36,unemployed,married,tertiary,no,no,yes
450,27,blue-collar,single,secondary,no,no,yes
451,26,admin.,single,primary,yes,no,yes
452,43,management,married,tertiary,yes,no,yes
453,25,blue-collar,single,primary,yes,no,yes
454,27,blue-collar,married,tertiary,yes,no,yes
455,30,technician,married,tertiary,yes,yes,yes
456,28,admin.,single,secondary,no,yes,yes
457,27,blue-collar,married,primary,no,yes,yes
458,32,admin.,divorced,secondary,no,yes,yes
459,41,blue-collar,single,secondary,yes,no,yes
460,37,technician,single,tertiary,no,no,yes
461,27,technician,single,secondary,no,no,yes
462,29,services,single,secondary,no,yes,yes
463,33,services,married,secondary,no,yes,yes
464,36,technician,married,primary,no,no,yes
465,29,services,single,primary,no,no,yes
466,44,blue-collar,married,secondary,yes,no,yes
467,28,blue-collar,single,secondary,yes,no,yes
468,49,blue-collar,married,primary,yes,no,yes
469,55,blue-collar,married,secondary,yes,no,yes
470,51,technician,married,secondary,no,no,yes
471,39,technician,single,secondary,yes,no,yes
472,42,blue-collar,divorced,primary,yes,no,yes
473,33,services,single,secondary,no,no,yes
474,59,management,married,tertiary,yes,no,yes
475,36,entrepreneur,divorced,tertiary,no,yes,yes
476,45,technician,married,secondary,no,no,yes
477,37,self-employed,married,secondary,no,no,yes
478,46,unemployed,married,secondary,no,no,yes
479,32,self-employed,single,tertiary,no,no,yes
480,32,admin.,married,secondary,no,yes,yes
481,28,technician,single,secondary,no,yes,yes
482,45,admin.,divorced,secondary,no,yes,yes
483,41,blue-collar,single,secondary,yes,yes,yes
484,59,blue-collar,divorced,primary,no,yes,yes
485,47,technician,single,secondary,yes,yes,yes
486,32,admin.,single,secondary,no,no,yes
487,31,blue-collar,single,secondary,no,no,yes
488,31,management,single,tertiary,no,yes,yes
489,33,entrepreneur,married,secondary,yes,yes,yes
490,52,entrepreneur,married,tertiary,no,no,yes
491,27,technician,single,secondary,no,yes,yes
492,26,self-employed,single,secondary,no,no,yes
493,25,technician,single,secondary,no,yes,yes
494,25,blue-collar,married,secondary,no,yes,yes
495,28,admin.,single,unknown,no,no,yes
496,25,technician,single,secondary,no,yes,yes
497,28,services,married,secondary,yes,yes,yes
498,28,blue-collar,single,secondary,no,yes,yes
499,33,entrepreneur,divorced,tertiary,no,yes,yes
500,45,management,divorced,tertiary,no,yes,yes
501,36,services,married,secondary,no,yes,yes
502,26,blue-collar,single,secondary,no,yes,yes
503,31,blue-collar,married,secondary,yes,yes,yes
504,38,technician,married,secondary,no,no,yes
505,56,blue-collar,single,secondary,no,yes,yes
506,26,admin.,single,secondary,no,yes,yes
507,26,technician,married,secondary,no,yes,yes
508,25,blue-collar,single,secondary,no,yes,yes
509,26,unemployed,single,secondary,no,no,yes
510,40,blue-collar,married,primary,yes,no,yes
511,52,blue-collar,married,unknown,yes,no,yes
512,37,admin.,married,primary,yes,no,yes
513,43,blue-collar,single,primary,no,no,yes
514,58,entrepreneur,married,tertiary,yes,no,yes
515,41,services,divorced,tertiary,yes,no,yes
516,49,blue-collar,married,secondary,no,yes,yes
517,43,technician,married,secondary,yes,yes,yes
518,29,admin.,divorced,tertiary,no,yes,yes
519,35,management,divorced,tertiary,yes,no,yes
520,39,services,divorced,secondary,yes,no,yes
521,38,management,married,tertiary,yes,yes,yes
522,26,technician,married,secondary,no,yes,yes
523,32,management,married,tertiary,yes,yes,yes
524,33,blue-collar,married,primary,yes,yes,yes
525,31,management,single,tertiary,no,yes,yes
526,49,blue-collar,married,primary,no,yes,yes
527,27,unemployed,single,primary,no,yes,yes
528,30,blue-collar,single,secondary,yes,yes,yes
529,35,blue-collar,married,secondary,no,no,yes
530,26,blue-collar,single,secondary,yes,no,yes
531,30,blue-collar,married,secondary,yes,no,yes
532,45,entrepreneur,married,unknown,yes,yes,yes
533,34,admin.,married,secondary,yes,yes,yes
534,47,blue-collar,married,secondary,yes,no,yes
535,59,admin.,married,secondary,yes,no,yes
536,41,blue-collar,married,secondary,yes,no,yes
537,28,admin.,single,secondary,no,yes,yes
538,29,blue-collar,married,secondary,yes,yes,yes
539,25,blue-collar,single,secondary,no,yes,yes
540,30,blue-collar,single,secondary,yes,no,yes
541,30,services,married,secondary,no,yes,yes
542,47,services,married,secondary,yes,no,yes
543,57,admin.,divorced,secondary,no,no,yes
544,38,management,married,tertiary,yes,no,yes
545,54,technician,married,secondary,no,yes,yes
546,25,blue-collar,single,primary,no,no,yes
547,30,blue-collar,married,secondary,yes,yes,yes
548,26,management,single,tertiary,no,no,yes
549,31,student,married,primary,yes,no,yes
550,29,blue-collar,single,secondary,no,yes,yes
551,32,self-employed,married,secondary,yes,no,yes
552,49,blue-collar,married,secondary,yes,no,yes
553,35,services,single,primary,no,yes,yes
554,60,retired,divorced,secondary,no,no,yes
555,60,management,married,tertiary,yes,no,yes
556,29,management,single,tertiary,yes,no,yes
557,55,management,divorced,secondary,yes,no,yes
558,33,management,single,unknown,yes,no,yes
559,44,admin.,married,secondary,yes,no,yes
560,47,technician,married,secondary,yes,no,yes
561,35,admin.,married,secondary,yes,no,yes
562,53,admin.,divorced,unknown,no,no,yes
563,35,entrepreneur,married,secondary,no,yes,yes
564,43,management,married,tertiary,no,no,yes
565,38,technician,married,secondary,yes,no,yes
566,34,entrepreneur,married,tertiary,yes,no,yes
567,50,technician,married,secondary,no,yes,yes
568,43,admin.,married,tertiary,yes,no,yes
569,44,admin.,divorced,secondary,yes,no,yes
570,51,services,divorced,secondary,no,yes,yes
571,31,technician,married,secondary,yes,no,yes
572,39,technician,married,tertiary,yes,no,yes
573,59,management,married,tertiary,no,yes,yes
574,45,admin.,married,secondary,no,yes,yes
575,25,services,single,secondary,no,yes,yes
576,58,management,married,tertiary,yes,no,yes
577,30,entrepreneur,married,primary,yes,no,yes
578,34,blue-collar,single,primary,yes,no,yes
579,45,blue-collar,divorced,primary,no,no,yes
580,51,services,divorced,secondary,no,yes,yes
581,60,retired,married,secondary,no,no,yes
582,32,management,divorced,tertiary,no,yes,yes
583,51,entrepreneur,married,secondary,no,yes,yes
584,37,management,divorced,tertiary,no,no,yes
585,30,blue-collar,single,primary,no,no,yes
586,41,blue-collar,divorced,primary,no,yes,yes
587,36,services,divorced,secondary,no,yes,yes
588,46,entrepreneur,divorced,secondary,no,yes,yes
589,29,student,single,tertiary,no,no,yes
590,25,blue-collar,married,secondary,no,yes,yes
591,39,management,married,tertiary,yes,no,yes
592,27,entrepreneur,married,tertiary,no,no,yes
593,35,blue-collar,single,secondary,yes,no,yes
594,28,management,single,tertiary,yes,no,yes
595,34,blue-collar,single,secondary,yes,no,yes
596,29,blue-collar,single,unknown,yes,yes,yes
597,27,management,single,tertiary,yes,no,yes
598,26,technician,single,secondary,no,no,yes
599,36,management,married,tertiary,yes,no,yes
600,44,blue-collar,married,primary,yes,no,yes
601,39,blue-collar,married,tertiary,no,no,yes
602,30,technician,married,secondary,yes,yes,yes
603,36,blue-collar,married,secondary,yes,yes,yes
604,31,unemployed,divorced,tertiary,yes,no,yes
605,56,blue-collar,married,primary,yes,no,yes
606,29,blue-collar,married,secondary,yes,no,yes
607,27,admin.,divorced,secondary,yes,no,yes
608,43,blue-collar,married,secondary,no,yes,yes
609,32,blue-collar,married,secondary,yes,no,yes
610,30,admin.,single,secondary,no,no,yes
611,50,management,married,secondary,no,no,yes
612,40,blue-collar,married,secondary,yes,yes,yes
613,42,services,married,secondary,yes,yes,yes
614,40,technician,married,secondary,yes,no,yes
615,27,student,married,secondary,yes,no,yes
616,35,management,married,tertiary,no,yes,yes
617,26,blue-collar,married,secondary,yes,yes,yes
618,35,housemaid,married,primary,yes,no,yes
619,52,blue-collar,married,secondary,no,yes,yes
620,32,blue-collar,single,secondary,yes,no,yes
621,39,technician,married,secondary,yes,no,yes
622,31,blue-collar,divorced,secondary,yes,no,yes
623,26,services,single,secondary,no,yes,yes
